kind,identifier,detail
name_variant_between_exchanges,INE362A01016,PVP Ventures Limited | PVP Ventures Ltd
name_variant_between_exchanges,INE191H01014,PVR INOX Limited | PVR Inox Ltd
name_variant_between_exchanges,INE772T01024,Popular Vehicles and Services Limited | Popular Vehicles and Services Ltd
name_variant_between_exchanges,INE0LP301011,Physicswallah Limited | Physicswallah Ltd
name_variant_between_exchanges,INE0MIS01010,Pyramid Technoplast Limited | Pyramid Technoplast Ltd
name_variant_between_exchanges,INE0SII01026,Quality Power Electrical Equipments Limited | Quality Power Electrical Equipments Ltd
name_variant_between_exchanges,INE0LRY01011,Quadrant Future Tek Limited | Quadrant Future Tek Ltd
name_variant_between_exchanges,INE615P01015,Quess Corp Limited | Quess Corp Ltd
name_variant_between_exchanges,INE306L01010,Quick Heal Technologies Limited | Quick Heal Technologies Ltd
name_variant_between_exchanges,INE641R01017,Quint Digital Limited | Quint Digital Ltd
name_variant_between_exchanges,INE084Q01012,Race Eco Chain Limited | Race Eco Chain Ltd
name_variant_between_exchanges,INE704B01017,RACL Geartech Limited | RACL Geartech Ltd
name_variant_between_exchanges,INE874F01027,Radaan Mediaworks India Limited | Radaan Mediaworks India Ltd
name_variant_between_exchanges,INE583V01021,Radhika Jeweltech Limited | Radhika Jeweltech Ltd
name_variant_between_exchanges,INE855R01021,Radiant Cash Management Services Limited | Radiant Cash Management Services Ltd
name_variant_between_exchanges,INE944F01028,Radico Khaitan Limited | Radico Khaitan Ltd
name_variant_between_exchanges,INE919I01024,Music Broadcast Limited | Music Broadcast Ltd
name_variant_between_exchanges,INE0DD101019,RailTel Corporation of India Ltd | Railtel Corporation Of India Limited
name_variant_between_exchanges,INE855B01025,Rain Industries Limited | Rain Industries Ltd
name_variant_between_exchanges,INE961O01016,Rainbow Children's Medicare Ltd | Rainbow Childrens Medicare Limited
name_variant_between_exchanges,INE343B01030,Rajesh Exports Limited | Rajesh Exports Ltd
name_variant_between_exchanges,INE535F01024,Rajoo Engineers Limited | Rajoo Engineers Ltd
name_variant_between_exchanges,INE296E01026,Rajapalayam Mills Limited | Rajapalayam Mills Ltd
name_variant_between_exchanges,INE451D01029,Rajratan Global Wire Limited | Rajratan Global Wire Ltd
name_variant_between_exchanges,INE533D01032,Raj Rayon Industries Limited | Raj Rayon Industries Ltd
name_variant_between_exchanges,INE562B01019,Rajshree Sugars & Chemicals Limited | Rajshree Sugars & Chemicals Ltd
name_variant_between_exchanges,INE952H01027,Raj Television Network Limited | Raj Television Network Ltd
name_variant_between_exchanges,INE613A01020,Rallis India Limited | Rallis India Ltd
name_variant_between_exchanges,INE278B01020,Shree Rama Newsprint Limited | Shree Rama Newsprint Ltd
name_variant_between_exchanges,INE809A01032,Rama Phosphates Limited | Rama Phosphates Ltd
name_variant_between_exchanges,INE230R01035,Rama Steel Tubes Limited | Rama Steel Tubes Ltd
name_variant_between_exchanges,INE1SJO01012,Advit Jewels Limited | Advit Jewels Ltd
name_variant_between_exchanges,INE331A01037,The Ramco Cements Limited | The Ramco Cements Ltd
name_variant_between_exchanges,INE614A01028,Ramco Industries Limited | Ramco Industries Ltd
name_variant_between_exchanges,INE246B01019,Ramco Systems Limited | Ramco Systems Ltd
name_variant_between_exchanges,INE874I01013,Ramky Infrastructure Limited | Ramky Infrastructure Ltd
name_variant_between_exchanges,INE207E01023,Ram Ratna Wires Limited | Ram Ratna Wires Ltd
name_variant_between_exchanges,INE625B01014,Rana Sugars Limited | Rana Sugars Ltd
name_variant_between_exchanges,INE384A01010,Rane Holdings Limited | Rane Holdings Ltd
name_variant_between_exchanges,INE0CLI01024,RateGain Travel Technologies Ltd | Rategain Travel Technologies Limited
name_variant_between_exchanges,INE703B01027,Ratnamani Metals & Tubes Limited | Ratnamani Metals & Tubes Ltd
name_variant_between_exchanges,INE05CZ01011,Ratnaveer Precision Engineering Limited | Ratnaveer Precision Engineering Ltd
name_variant_between_exchanges,INE301A01014,Raymond Limited | Raymond Ltd
name_variant_between_exchanges,INE02ID01020,Raymond Lifestyle Limited | Raymond Lifestyle Ltd
name_variant_between_exchanges,INE1SY401010,Raymond Realty Limited | Raymond Realty Ltd
name_variant_between_exchanges,INE07T201019,Restaurant Brands Asia Limited | Restaurant Brands Asia Ltd
name_variant_between_exchanges,INE976G01028,RBL Bank Limited | RBL Bank Ltd
name_variant_between_exchanges,INE0PEQ01016,RBZ Jewellers Limited | RBZ Jewellers Ltd
name_variant_between_exchanges,INE027A01015,Rashtriya Chemicals and Fertilizers Limited | Rashtriya Chemicals and Fertilizers Ltd
name_variant_between_exchanges,INE330H01018,Reliance Communications Limited | Reliance Communications Ltd
name_variant_between_exchanges,INE020B01018,REC Limited | REC Ltd
name_variant_between_exchanges,INE891D01026,Redington Limited | Redington Ltd
name_variant_between_exchanges,INE0LXT01019,Redtape Limited | Redtape Ltd
name_variant_between_exchanges,INE056I01025,Refex Industries Limited | Refex Industries Ltd
name_variant_between_exchanges,INE0MHO01029,Regaal Resources Limited | Regaal Resources Ltd
name_variant_between_exchanges,INE277C01012,Regency Ceramics Limited | Regency Ceramics Ltd
name_variant_between_exchanges,INE131B01039,Relaxo Footwears Limited | Relaxo Footwears Ltd
name_variant_between_exchanges,INE750D01016,Reliance Chemotex Industries Limited | Reliance Chemotex Industries Ltd
name_variant_between_exchanges,INE375Y01018,Reliable Data Services Limited | Reliable Data Services Ltd
name_variant_between_exchanges,INE002A01018,Reliance Industries Limited | Reliance Industries Ltd
name_variant_between_exchanges,INE621H01010,Religare Enterprises Limited | Religare Enterprises Ltd
name_variant_between_exchanges,INE036A01016,Reliance Infrastructure Limited | Reliance Infrastructure Ltd
name_variant_between_exchanges,INE206N01018,Ravindra Energy Limited | Ravindra Energy Ltd
name_variant_between_exchanges,INE474C01023,Remsons Industries Limited | Remsons Industries Ltd
name_variant_between_exchanges,INE087H01022,Shree Renuka Sugars Limited | Shree Renuka Sugars Ltd
name_variant_between_exchanges,INE612J01015,Repco Home Finance Limited | Repco Home Finance Ltd
name_variant_between_exchanges,INE461B01014,Repro India Limited | Repro India Ltd
name_variant_between_exchanges,INE688D01026,Responsive Industries Limited | Responsive Industries Ltd
name_variant_between_exchanges,INE03DD01011,JHS Svendgaard Retail Ventures Limited | JHS Svendgaard Retail Ventures Ltd
name_variant_between_exchanges,INE722H01024,Renaissance Global Limited | Renaissance Global Ltd
name_variant_between_exchanges,INE0KKN01029,Rhetan TMT Limited | Rhetan TMT Ltd
name_variant_between_exchanges,INE217K01011,Reliance Home Finance Limited | Reliance Home Finance Ltd
name_variant_between_exchanges,INE743M01012,RHI MAGNESITA INDIA LIMITED | Rhi Magnesita India Ltd
name_variant_between_exchanges,INE508K01013,Robust Hotels Limited | Robust Hotels Ltd
name_variant_between_exchanges,INE209B01025,Rico Auto Industries Limited | Rico Auto Industries Ltd
name_variant_between_exchanges,INE046A01015,Reliance Industrial Infrastructure Limited | Reliance Industrial Infrastructure Ltd
name_variant_between_exchanges,INE302D01024,RIR Power Electronics Limited | RIR Power Electronics Ltd
name_variant_between_exchanges,INE0N2P01017,Rishabh Instruments Limited | Rishabh Instruments Ltd
name_variant_between_exchanges,INE01EG01016,Ritco Logistics Limited | Ritco Logistics Ltd
name_variant_between_exchanges,INE320J01015,RITES Limited | RITES Ltd
name_variant_between_exchanges,INE722J01012,Ravi Kumar Distilleries Limited | Ravi Kumar Distilleries Ltd
name_variant_between_exchanges,INE399G01023,Ramkrishna Forgings Limited | Ramkrishna Forgings Ltd
name_variant_between_exchanges,INE0NQ801033,R K Swamy Limited | R K Swamy Ltd
name_variant_between_exchanges,INE655V01019,RMC Switchgears Limited | RMC Switchgears Ltd
name_variant_between_exchanges,INE219Y01026,R M Drip and Sprinklers Systems Limited | R M Drip and Sprinklers Systems Ltd
name_variant_between_exchanges,INE050H01012,Rane (Madras) Limited | Rane (Madras) Ltd
name_variant_between_exchanges,INE012Q01039,R&B Denims Limited | R&B Denims Ltd
name_variant_between_exchanges,INE283H01019,Royal Orchid Hotels Limited | Royal Orchid Hotels Ltd
name_variant_between_exchanges,INE645S01024,Rolex Rings Limited | Rolex Rings Ltd
name_variant_between_exchanges,INE927A01040,Rollatainers Limited | Rollatainers Ltd
name_variant_between_exchanges,INE294G01026,Raj Oil Mills Limited | Raj Oil Mills Ltd
name_variant_between_exchanges,INE02A801020,Rossari Biotech Limited | Rossari Biotech Ltd
name_variant_between_exchanges,INE847C01020,Rossell India Limited | Rossell India Ltd
name_variant_between_exchanges,INE0OJW01016,Rossell Techsys Limited | Rossell Techsys Ltd
name_variant_between_exchanges,INE535D01037,Roto Pumps Limited | Roto Pumps Ltd
name_variant_between_exchanges,INE450U01017,ROUTE MOBILE LIMITED | Route Mobile Ltd
name_variant_between_exchanges,INE912T01018,Raghav Productivity Enhancers Limited | Raghav Productivity Enhancers Ltd
name_variant_between_exchanges,INE105J01010,RPG Life Sciences Limited | RPG Life Sciences Ltd
name_variant_between_exchanges,INE614G01033,Reliance Power Limited | Reliance Power Ltd
name_variant_between_exchanges,INE324L01013,R P P Infra Projects Ltd | R.P.P. Infra Projects Limited
name_variant_between_exchanges,INE425Y01011,RPSG VENTURES LIMITED | RPSG Ventures Ltd
name_variant_between_exchanges,INE0J1F01024,Rashi Peripherals Limited | Rashi Peripherals Ltd
name_variant_between_exchanges,INE0AK901016,RDB Real Estate Constructions Limited | RDB Real Estate Constructions Ltd
name_variant_between_exchanges,INE951M01037,RRIL Limited | RRIL Ltd
name_variant_between_exchanges,INE777K01022,R R Kabel Limited | R R Kabel Ltd
name_variant_between_exchanges,INE616F01022,RSD Finance Limited | RSD Finance Ltd
name_variant_between_exchanges,INE313L01016,Rajputana Stainless Limited | Rajputana Stainless Ltd
name_variant_between_exchanges,INE165B01029,R. S. Software (India) Limited | R.S. Software (India) Ltd
name_variant_between_exchanges,INE611A01016,RSWM Limited | RSWM Ltd
name_variant_between_exchanges,INE411H01032,R Systems International Limited | R Systems International Ltd
name_variant_between_exchanges,INE834M01019,RattanIndia Enterprises Limited | Rattanindia Enterprises Ltd
name_variant_between_exchanges,INE399K01017,RattanIndia Power Limited | RattanIndia Power Ltd
name_variant_between_exchanges,INE005C01017,RTS Power Corporation Limited | RTS Power Corporation Ltd
name_variant_between_exchanges,INE642C01025,Rubfila International Limited | Rubfila International Ltd
name_variant_between_exchanges,INE506V01022,Rubicon Research Limited | Rubicon Research Ltd
name_variant_between_exchanges,INE301D01026,Ruby Mills Ltd | The Ruby Mills Limited
name_variant_between_exchanges,INE413B01023,Ruchi Infrastructure Limited | Ruchi Infrastructure Ltd
name_variant_between_exchanges,INE803H01014,Ruchira Papers Limited | Ruchira Papers Ltd
name_variant_between_exchanges,INE027T01023,Rudra Global Infra Products Limited | Rudra Global Infra Products Ltd
name_variant_between_exchanges,INE895B01021,Rupa & Company Limited | Rupa & Company Ltd
name_variant_between_exchanges,INE573K01025,Rushil Decor Limited | Rushil Decor Ltd
name_variant_between_exchanges,INE263M01029,Keystone Realtors Limited | Keystone Realtors Ltd
name_variant_between_exchanges,INE09E501017,Ravinder Heights Limited | Ravinder Heights Ltd
name_variant_between_exchanges,INE415G01027,Rail Vikas Nigam Limited | Rail Vikas Nigam Ltd
name_variant_between_exchanges,INE0DAB01012,Revathi Equipment India Limited | Revathi Equipment India Ltd
name_variant_between_exchanges,INE902B01017,S&S Power Switchgear Ltd | S&S Power Switchgears Limited
name_variant_between_exchanges,INE13B501022,Saatvik Green Energy Limited | Saatvik Green Energy Ltd
name_variant_between_exchanges,INE137M01017,SAB Industries Limited | SAB Industries Ltd
name_variant_between_exchanges,INE226H01026,Sadbhav Engineering Limited | Sadbhav Engineering Ltd
name_variant_between_exchanges,INE764L01010,Sadbhav Infrastructure Project Limited | Sadbhav Infrastructure Project Ltd
name_variant_between_exchanges,INE888C01040,Sadhana Nitro Chem Ltd | Sadhana Nitrochem Limited
name_variant_between_exchanges,INE429E01023,Safari Industries (India) Limited | Safari Industries India Ltd
name_variant_between_exchanges,INE229C01021,Sagar Cements Limited | Sagar Cements Ltd
name_variant_between_exchanges,INE0W2G01015,SAGILITY LIMITED | Sagility Ltd
name_variant_between_exchanges,INE861D01011,Shalibhadra Finance Limited | Shalibhadra Finance Ltd
name_variant_between_exchanges,INE280H01015,Sahyadri Industries Limited | Sahyadri Industries Ltd
name_variant_between_exchanges,INE531X01018,Sai Capital Limited | Sai Capital Ltd
name_variant_between_exchanges,INE114A01011,Steel Authority of India Limited | Steel Authority of India Ltd
name_variant_between_exchanges,INE570L01029,Sai Life Sciences Limited | Sai Life Sciences Ltd
name_variant_between_exchanges,INE0H9F01037,Sai Parenterals Limited | Sai Parenterals Ltd
name_variant_between_exchanges,INE623A01011,Sakthi Sugars Limited | Sakthi Sugars Ltd
name_variant_between_exchanges,INE667G01023,Saksoft Limited | Saksoft Ltd
name_variant_between_exchanges,INE190H01024,Sakuma Exports Limited | Sakuma Exports Ltd
name_variant_between_exchanges,INE170V01027,Salasar Techno Engineering Limited | Salasar Techno Engineering Ltd
name_variant_between_exchanges,INE498E01010,Salona Cotspin Limited | Salona Cotspin Ltd
name_variant_between_exchanges,INE658G01014,S.A.L. Steel Limited | S.A.L. Steel Ltd
name_variant_between_exchanges,INE457F01013,Salzer Electronics Limited | Salzer Electronics Ltd
name_variant_between_exchanges,INE304D01012,Sambandam Spinning Mills Limited | Sambandam Spinning Mills Ltd
name_variant_between_exchanges,INE699B01027,Sambhaav Media Limited | Sambhaav Media Ltd
name_variant_between_exchanges,INE12NJ01018,Sambhv Steel Tubes Limited | Sambhv Steel Tubes Ltd
name_variant_between_exchanges,INE08U801020,Samhi Hotels Limited | Samhi Hotels Ltd
name_variant_between_exchanges,INE148I01020,Sammaan Capital Limited | Sammaan Capital Ltd
name_variant_between_exchanges,INE735M01018,Sampann Utpadan India Limited | Sampann Utpadan India Ltd
name_variant_between_exchanges,INE0JPD01013,Sanathan Textiles Limited | Sanathan Textiles Ltd
name_variant_between_exchanges,INE583B01015,Sandesh Ltd | The Sandesh Limited
name_variant_between_exchanges,INE278H01035,Sandhar Technologies Limited | Sandhar Technologies Ltd
name_variant_between_exchanges,INE149K01016,Sandur Manganese & Iron Ores Limited | Sandur Manganese & Iron Ores Ltd
name_variant_between_exchanges,INE495C01010,Sangam (India) Limited | Sangam India Ltd
name_variant_between_exchanges,INE989A01032,Sanghvi Movers Limited | Sanghvi Movers Ltd
