kind,identifier,detail
differing_names_same_isin,INE609C01024,Orient Press Limited | Orient Press Ltd
differing_names_same_isin,INE592A01026,Orient Paper & Industries Limited | Orient Paper & Industries Ltd
differing_names_same_isin,INE0PPK01015,Orient Technologies Limited | Orient Technologies Ltd
differing_names_same_isin,INE457G01029,Oriental Rail Infrastructure Limited | Oriental Rail Infrastructure Ltd
differing_names_same_isin,INE725E01024,Orissa Minerals Development Company Ltd | The Orissa Minerals Development Company Limited
differing_names_same_isin,INE16NZ01023,Orkla India Limited | Orkla India Ltd
differing_names_same_isin,INE749B01020,ORTIN GLOBAL LIMITED | Ortin Global Ltd
differing_names_same_isin,INE142A01012,Oswal Agro Mills Limited | Oswal Agro Mills Ltd
differing_names_same_isin,INE143A01010,Oswal Greentech Limited | Oswal Greentech Ltd
differing_names_same_isin,INE0BYP01024,Oswal Pumps Limited | Oswal Pumps Ltd
differing_names_same_isin,INE0S3G01027,Pace Digitek Limited | Pace Digitek Ltd
differing_names_same_isin,INE883C01025,Pacific Industries Limited | Pacific Industries Ltd
differing_names_same_isin,INE761H01022,Page Industries Limited | Page Industries Ltd
differing_names_same_isin,INE420C01059,Paisalo Digital Limited | Paisalo Digital Ltd
differing_names_same_isin,INE551D01018,PAKKA LIMITED | Pakka Ltd
differing_names_same_isin,INE471W01019,Palash Securities Limited | Palash Securities Ltd
differing_names_same_isin,INE218G01033,Palred Technologies Limited | Palred Technologies Ltd
differing_names_same_isin,INE922B01023,Panacea Biotec Limited | Panacea Biotec Ltd
differing_names_same_isin,INE305C01029,Panama Petrochem Limited | Panama Petrochem Ltd
differing_names_same_isin,INE798F01010,Panchmahal Steel Limited | Panchmahal Steel Ltd
differing_names_same_isin,INE258R01028,Panorama Studios International Limited | Panorama Studios International Ltd
differing_names_same_isin,INE074B01023,Paramount Communications Limited | Paramount Communications Ltd
differing_names_same_isin,INE088F01024,Paradeep Phosphates Limited | Paradeep Phosphates Ltd
differing_names_same_isin,INE883N01014,Parag Milk Foods Limited | Parag Milk Foods Ltd
differing_names_same_isin,INE045601023,Paras Defence and Space Technologies Limited | Paras Defence and Space Technologies Ltd
differing_names_same_isin,INE162C01024,Paras Petrofils Limited | Paras Petrofils Ltd
differing_names_same_isin,INE119201023,Park Medi World Limited | Park Medi World Ltd
differing_names_same_isin,INE988S01028,Apeejay Surrendra Park Hotels Limited | Apeejay Surrendra Park Hotels Ltd
differing_names_same_isin,INE383L01019,Parnax Lab Limited | Parnax Lab Ltd
differing_names_same_isin,INE561H01026,Parsvnath Developers Limited | Parsvnath Developers Ltd
differing_names_same_isin,INE124Y01028,Pashupati Cotspin Limited | Pashupati Cotspin Ltd
differing_names_same_isin,INE818B01023,Pasupati Acrylon Limited | Pasupati Acrylon Ltd
differing_names_same_isin,INE619A01035,Patanjali Foods Limited | Patanjali Foods Ltd
differing_names_same_isin,INE244B01030,Patel Engineering Limited | Patel Engineering Ltd
differing_names_same_isin,INE0R8B01010,Patel Retail Limited | Patel Retail Ltd
differing_names_same_isin,INE529D01014,Patel Integrated Logistics Limited | Patel Integrated Logistics Ltd
differing_names_same_isin,INE111F01024,Paushak Limited | Paushak Ltd
differing_names_same_isin,INE07S101038,Pavna Industries Limited | Pavna Industries Ltd
differing_names_same_isin,INE982J01020,One 97 Communications Limited | One 97 Communications Ltd
differing_names_same_isin,INE501F01018,PBM Polytex Limited | PBM Polytex Ltd
differing_names_same_isin,INE602A01031,PCBL Chemical Limited | PCBL Chemical Ltd
differing_names_same_isin,INE785M01021,PC Jeweller Limited | PC Jeweller Ltd
differing_names_same_isin,INE865T01018,Pudumjee Paper Products Limited | Pudumjee Paper Products Ltd
differing_names_same_isin,INE111Q01021,PDS Limited | PDS Ltd
differing_names_same_isin,INE844A01013,PEARL Polymers Ltd | Pearl Polymers Limited
differing_names_same_isin,INE932A01024,Pennar Industries Limited | Pennar Industries Ltd
differing_names_same_isin,INE138A01028,Peninsula Land Limited | Peninsula Land Ltd
differing_names_same_isin,INE418E01018,Permanent Magnets Limited | Permanent Magnets Ltd
differing_names_same_isin,INE0I1B01016,Purple Style Labs Limited | Purple Style Labs Ltd
differing_names_same_isin,INE262H01021,Persistent Systems Limited | Persistent Systems Ltd
differing_names_same_isin,INE347G01014,Petronet LNG Limited | Petronet LNG Ltd
differing_names_same_isin,INE134E01011,Power Finance Corporation Limited | Power Finance Corporation Ltd
differing_names_same_isin,INE182A01018,Pfizer Limited | Pfizer Ltd
differing_names_same_isin,INE367G01038,Prime Focus Limited | Prime Focus Ltd
differing_names_same_isin,INE560K01014,PTC India Financial Services Limited | PTC India Financial Services Ltd
differing_names_same_isin,INE457L01029,PG Electroplast Limited | PG Electroplast Ltd
differing_names_same_isin,INE179A01014,Procter & Gamble Hygiene and Health Care Limited | Procter & Gamble Hygiene and Health Care Ltd
differing_names_same_isin,INE199A01012,Procter & Gamble Health Limited | Procter & Gamble Health Ltd
differing_names_same_isin,INE940H01022,Pearl Global Industries Limited | Pearl Global Industries Ltd
differing_names_same_isin,INE211B01039,The Phoenix Mills Limited | The Phoenix Mills Ltd
differing_names_same_isin,INE245B01011,Phoenix International Limited | Phoenix International Ltd
differing_names_same_isin,INE546C01010,Piccadily Agro Industries Limited | Piccadily Agro Industries Ltd
differing_names_same_isin,INE318A01026,Pidilite Industries Limited | Pidilite Industries Ltd
differing_names_same_isin,INE557Z01018,Power & Instrumentation (Gujarat) Limited | Power and Instrumentation (Gujarat) Ltd
differing_names_same_isin,INE603J01030,PI Industries Limited | PI Industries Ltd
differing_names_same_isin,INE417C01014,Pilani Investment and Industries Corporation Limited | Pilani Investment and Industries Corporation Ltd
differing_names_same_isin,INE600A01035,PIL ITALICA LIFESTYLE LIMITED | Pil Italica Lifestyle Ltd
differing_names_same_isin,INE15B701018,Pine Labs Limited | Pine Labs Ltd
differing_names_same_isin,INE156C01018,Pioneer Embroideries Limited | Pioneer Embroideries Ltd
differing_names_same_isin,INE746D01014,Pioneer Investcorp Limited | Pioneer Investcorp Ltd
differing_names_same_isin,INE202B01038,Piramal Finance Limited | Piramal Finance Ltd
differing_names_same_isin,INE450D01021,Pitti Engineering Limited | Pitti Engineering Ltd
differing_names_same_isin,INE751B01018,Pix Transmissions Limited | Pix Transmissions Ltd
differing_names_same_isin,INE083C01022,Plastiblends India Limited | Plastiblends India Ltd
differing_names_same_isin,INE0PT501018,Platinum Industries Limited | Platinum Industries Ltd
differing_names_same_isin,INE0INJ01017,Plaza Wires Limited | Plaza Wires Ltd
differing_names_same_isin,INE291E01019,Paul Merchants Limited | Paul Merchants Ltd
differing_names_same_isin,INE859A01011,PNB Gilts Limited | PNB Gilts Ltd
differing_names_same_isin,INE572E01012,PNB Housing Finance Limited | PNB Housing Finance Ltd
differing_names_same_isin,INE392B01011,Pritish Nandy Communications Limited | Pritish Nandy Communications Ltd
differing_names_same_isin,INE195J01029,PNC Infratech Limited | PNC Infratech Ltd
differing_names_same_isin,INE953R01016,P N Gadgil Jewellers Limited | P N Gadgil Jewellers Ltd
differing_names_same_isin,INE1RDG01013,PNGS Reva Diamond Jewellery Limited | PNGS Reva Diamond Jewellery Ltd
differing_names_same_isin,INE063E01061,Pondy Oxides & Chemicals Limited | Pondy Oxides & Chemicals Ltd
differing_names_same_isin,INE371C01013,Poddar Pigments Limited | Poddar Pigments Ltd
differing_names_same_isin,INE035S01028,POCL Enterprises Limited | POCL Enterprises Ltd
differing_names_same_isin,INE637C01025,Pokarna Limited | Pokarna Ltd
differing_names_same_isin,INE417T01026,PB Fintech Limited | PB Fintech Ltd
differing_names_same_isin,INE455K01017,Polycab India Limited | Polycab India Ltd
differing_names_same_isin,INE205C01021,Poly Medicure Limited | Poly Medicure Ltd
differing_names_same_isin,INE633B01018,Polyplex Corporation Limited | Polyplex Corporation Ltd
differing_names_same_isin,INE914G01029,Polyspin Exports Limited | Polyspin Exports Ltd
differing_names_same_isin,INE838E01017,Ponni Sugars (Erode) Limited | Ponni Sugars (Erode) Ltd
differing_names_same_isin,INE511C01022,Poonawalla Fincorp Limited | Poonawalla Fincorp Ltd
differing_names_same_isin,INE752E01010,Power Grid Corporation of India Limited | Power Grid Corporation of India Ltd
differing_names_same_isin,INE921L01032,Powerica Limited | Powerica Ltd
differing_names_same_isin,INE07Y701011,Hitachi Energy India Limited | Hitachi Energy India Ltd
differing_names_same_isin,INE211R01019,Power Mech Projects Limited | Power Mech Projects Ltd
differing_names_same_isin,INE095I01015,PPAP Automotive Limited | PPAP Automotive Ltd
differing_names_same_isin,INE050001010,Prakash Pipes Limited | Prakash Pipes Ltd
differing_names_same_isin,INE0DK501011,Piramal Pharma Limited | Piramal Pharma Ltd
differing_names_same_isin,INE0I0M01023,Prabha Energy Limited | Prabha Energy Ltd
differing_names_same_isin,INE770A01010,Pradeep Metals Limited | Pradeep Metals Ltd
differing_names_same_isin,INE505C01016,Prajay Engineers Syndicate Limited | Prajay Engineers Syndicate Ltd
differing_names_same_isin,INE074A01025,Praj Industries Limited | Praj Industries Ltd
differing_names_same_isin,INE603A01013,Prakash Industries Limited | Prakash Industries Ltd
differing_names_same_isin,INE696K01024,Prakash Steelage Limited | Prakash Steelage Ltd
differing_names_same_isin,INE722B01019,Praveg Limited | Praveg Ltd
differing_names_same_isin,INE546Y01022,Praxis Home Retail Limited | Praxis Home Retail Ltd
differing_names_same_isin,INE484I01029,Precision Camshafts Limited | Precision Camshafts Ltd
differing_names_same_isin,INE372C01037,Precision Wires India Limited | Precision Wires India Ltd
differing_names_same_isin,INE001E01012,Premco Global Limited | Premco Global Ltd
differing_names_same_isin,INE863B01029,Premier Explosives Limited | Premier Explosives Ltd
differing_names_same_isin,INE342A01018,Premier Limited | Premier Ltd
differing_names_same_isin,INE0BS701011,Premier Energies Limited | Premier Energies Ltd
differing_names_same_isin,INE309M01020,Premier Polyfilm Limited | Premier Polyfilm Ltd
differing_names_same_isin,INE811K01011,Prestige Estates Projects Limited | Prestige Estates Projects Ltd
differing_names_same_isin,INE726V01018,Pricol Limited | Pricol Ltd
differing_names_same_isin,INE032B01021,Prime Securities Limited | Prime Securities Ltd
differing_names_same_isin,INE607A01022,Primo Chemicals Limited | Primo Chemicals Ltd
differing_names_same_isin,INE689W01016,Prince Pipes And Fittings Limited | Prince Pipes and Fittings Ltd
differing_names_same_isin,INE15EH01014,Priority Jewels Limited | Priority Jewels Ltd
differing_names_same_isin,INE286N01028,Prismx Global Ventures Limited | Prismx Global Ventures Ltd
differing_names_same_isin,INE583R01029,Pritika Auto Industries Limited | Pritika Auto Industries Ltd
differing_names_same_isin,INE959A01019,Privi Speciality Chemicals Limited | Privi Speciality Chemicals Ltd
differing_names_same_isin,INE0BX301013,Prostarm Info Systems Limited | Prostarm Info Systems Ltd
differing_names_same_isin,INE004A01022,Protean eGov Technologies Limited | Protean eGov Technologies Ltd
differing_names_same_isin,INE195N01013,Prozone Realty Limited | Prozone Realty Ltd
differing_names_same_isin,INE010A01011,Prism Johnson Limited | Prism Johnson Ltd
differing_names_same_isin,INE00F201020,Prudent Corporate Advisory Services Limited | Prudent Corporate Advisory Services Ltd
differing_names_same_isin,INE024D01016,Prudential Sugar Corporation Limited | Prudential Sugar Corporation Ltd
differing_names_same_isin,INE488V01015,PSP Projects Limited | PSP Projects Ltd
differing_names_same_isin,INE877F01012,PTC India Limited | PTC India Ltd
differing_names_same_isin,INE596F01018,PTC Industries Limited | PTC Industries Ltd
differing_names_same_isin,INE034D01049,PTL Enterprises Limited | PTL Enterprises Ltd
differing_names_same_isin,INE277B01014,Punjab Chemicals & Crop Protection Limited | Punjab Chemicals & Crop Protection Ltd
differing_names_same_isin,INE323I01011,Puravankara Limited | Puravankara Ltd
differing_names_same_isin,INE362A01016,PVP Ventures Limited | PVP Ventures Ltd
differing_names_same_isin,INE191H01014,PVR INOX Limited | PVR Inox Ltd
differing_names_same_isin,INE772T01024,Popular Vehicles and Services Limited | Popular Vehicles and Services Ltd
differing_names_same_isin,INE0LP301011,Physicswallah Limited | Physicswallah Ltd
differing_names_same_isin,INE0MIS01010,Pyramid Technoplast Limited | Pyramid Technoplast Ltd
differing_names_same_isin,INE0SII01026,Quality Power Electrical Equipments Limited | Quality Power Electrical Equipments Ltd
differing_names_same_isin,INE0LRY01011,Quadrant Future Tek Limited | Quadrant Future Tek Ltd
differing_names_same_isin,INE615P01015,Quess Corp Limited | Quess Corp Ltd
differing_names_same_isin,INE306L01010,Quick Heal Technologies Limited | Quick Heal Technologies Ltd
differing_names_same_isin,INE641R01017,Quint Digital Limited | Quint Digital Ltd
differing_names_same_isin,INE084Q01012,Race Eco Chain Limited | Race Eco Chain Ltd
differing_names_same_isin,INE704B01017,RACL Geartech Limited | RACL Geartech Ltd
differing_names_same_isin,INE874F01027,Radaan Mediaworks India Limited | Radaan Mediaworks India Ltd
differing_names_same_isin,INE583V01021,Radhika Jeweltech Limited | Radhika Jeweltech Ltd
differing_names_same_isin,INE855R01021,Radiant Cash Management Services Limited | Radiant Cash Management Services Ltd
differing_names_same_isin,INE944F01028,Radico Khaitan Limited | Radico Khaitan Ltd
differing_names_same_isin,INE919I01024,Music Broadcast Limited | Music Broadcast Ltd
differing_names_same_isin,INE0DD101019,RailTel Corporation of India Ltd | Railtel Corporation Of India Limited
differing_names_same_isin,INE855B01025,Rain Industries Limited | Rain Industries Ltd
differing_names_same_isin,INE961O01016,Rainbow Children's Medicare Ltd | Rainbow Childrens Medicare Limited
differing_names_same_isin,INE343B01030,Rajesh Exports Limited | Rajesh Exports Ltd
differing_names_same_isin,INE535F01024,Rajoo Engineers Limited | Rajoo Engineers Ltd
differing_names_same_isin,INE296E01026,Rajapalayam Mills Limited | Rajapalayam Mills Ltd
differing_names_same_isin,INE451D01029,Rajratan Global Wire Limited | Rajratan Global Wire Ltd
differing_names_same_isin,INE533D01032,Raj Rayon Industries Limited | Raj Rayon Industries Ltd
differing_names_same_isin,INE562B01019,Rajshree Sugars & Chemicals Limited | Rajshree Sugars & Chemicals Ltd
differing_names_same_isin,INE952H01027,Raj Television Network Limited | Raj Television Network Ltd
differing_names_same_isin,INE613A01020,Rallis India Limited | Rallis India Ltd
differing_names_same_isin,INE278B01020,Shree Rama Newsprint Limited | Shree Rama Newsprint Ltd
differing_names_same_isin,INE809A01032,Rama Phosphates Limited | Rama Phosphates Ltd
differing_names_same_isin,INE230R01035,Rama Steel Tubes Limited | Rama Steel Tubes Ltd
differing_names_same_isin,INE1SJO01012,Advit Jewels Limited | Advit Jewels Ltd
differing_names_same_isin,INE331A01037,The Ramco Cements Limited | The Ramco Cements Ltd
differing_names_same_isin,INE614A01028,Ramco Industries Limited | Ramco Industries Ltd
